County,Region,State,State_ABB,Adult Obesity,Adult Smokers,Children in Poverty,Diabetic,Food Insecure,Physically Inactive
Gilchrist,South,Florida,FL,32%,19%,26%,10%,17%,31%
Hillsborough,South,Florida,FL,28%,17%,23%,10%,16%,24%
Monroe,South,Florida,FL,21%,17%,21%,11%,13%,21%
Bradford,South,Florida,FL,37%,19%,28%,11%,17%,33%
Gulf,South,Florida,FL,33%,19%,30%,11%,18%,28%
Union,South,Florida,FL,39%,21%,26%,11%,19%,31%
Franklin,South,Florida,FL,31%,19%,37%,11%,18%,27%
Brevard,South,Florida,FL,27%,17%,22%,11%,16%,25%
Pinellas,South,Florida,FL,25%,18%,22%,11%,17%,24%
Columbia,South,Florida,FL,37%,19%,31%,11%,18%,32%
Washington,South,Florida,FL,39%,19%,29%,11%,18%,35%
Taylor,South,Florida,FL,39%,19%,31%,11%,18%,36%
Holmes,South,Florida,FL,32%,21%,35%,11%,17%,36%
Sarasota,South,Florida,FL,21%,14%,19%,11%,15%,21%
Broward,South,Florida,FL,24%,15%,20%,11%,15%,24%
Martin,South,Florida,FL,19%,15%,21%,11%,15%,21%
Pasco,South,Florida,FL,30%,17%,20%,11%,15%,25%
Palm Beach,South,Florida,FL,23%,14%,22%,11%,15%,23%
Manatee,South,Florida,FL,24%,16%,23%,11%,15%,22%
Lee,South,Florida,FL,26%,16%,26%,11%,15%,24%
Jackson,South,Florida,FL,36%,19%,32%,12%,18%,33%
Suwannee,South,Florida,FL,33%,21%,33%,12%,18%,29%
Calhoun,South,Florida,FL,41%,22%,31%,12%,18%,34%
Dixie,South,Florida,FL,33%,20%,36%,12%,18%,32%
Collier,South,Florida,FL,19%,14%,26%,12%,13%,18%
Lake,South,Florida,FL,30%,15%,23%,12%,15%,26%
Indian River,South,Florida,FL,24%,16%,25%,12%,16%,25%
Polk,South,Florida,FL,31%,17%,27%,12%,17%,28%
Hernando,South,Florida,FL,32%,19%,24%,12%,16%,26%
Osceola,South,Florida,FL,29%,19%,28%,12%,13%,27%
Hamilton,South,Florida,FL,33%,21%,40%,12%,21%,33%
Marion,South,Florida,FL,29%,17%,30%,12%,17%,28%
St. Lucie,South,Florida,FL,29%,18%,27%,12%,18%,26%
Volusia,South,Florida,FL,28%,19%,27%,12%,16%,26%
Charlotte,South,Florida,FL,26%,14%,22%,12%,15%,24%
Levy,South,Florida,FL,32%,19%,36%,12%,18%,31%
Okeechobee,South,Florida,FL,31%,22%,35%,12%,17%,30%
Flagler,South,Florida,FL,25%,15%,21%,13%,17%,23%
Hardee,South,Florida,FL,34%,22%,39%,13%,15%,34%
Jefferson,South,Florida,FL,34%,19%,28%,13%,19%,27%
Putnam,South,Florida,FL,35%,20%,44%,13%,20%,32%
Glades,South,Florida,FL,34%,18%,29%,13%,17%,34%
Madison,South,Florida,FL,34%,21%,36%,13%,21%,30%
Hendry,South,Florida,FL,35%,21%,36%,13%,15%,31%
Miami-Dade,South,Florida,FL,20%,15%,28%,13%,12%,22%
Citrus,South,Florida,FL,27%,16%,34%,13%,16%,28%
DeSoto,South,Florida,FL,36%,21%,41%,13%,16%,31%
Sumter,South,Florida,FL,28%,12%,31%,14%,13%,22%
Highlands,South,Florida,FL,33%,16%,32%,14%,16%,29%
Gadsden,South,Florida,FL,38%,22%,40%,15%,23%,32%
Chattahoochee,South,Georgia,GA,28%,18%,22%,5%,23%,28%
Forsyth,South,Georgia,GA,26%,13%,8%,9%,9%,19%
Cherokee,South,Georgia,GA,26%,14%,13%,9%,11%,22%
Oconee,South,Georgia,GA,31%,13%,10%,9%,10%,22%
Paulding,South,Georgia,GA,28%,15%,16%,9%,13%,26%
Columbia,South,Georgia,GA,29%,14%,13%,9%,12%,23%
Cobb,South,Georgia,GA,22%,14%,18%,9%,14%,18%
Bryan,South,Georgia,GA,28%,15%,17%,9%,14%,26%
Camden,South,Georgia,GA,32%,16%,18%,10%,17%,25%
Effingham,South,Georgia,GA,34%,16%,17%,10%,13%,23%
Barrow,South,Georgia,GA,35%,17%,19%,10%,13%,31%
Gwinnett,South,Georgia,GA,27%,14%,20%,10%,13%,21%
Lee,South,Georgia,GA,32%,15%,17%,10%,14%,25%
Catoosa,South,Georgia,GA,27%,15%,19%,10%,13%,30%
Clarke,South,Georgia,GA,25%,20%,39%,10%,22%,25%
Dade,South,Georgia,GA,32%,16%,22%,10%,14%,27%
Lumpkin,South,Georgia,GA,30%,17%,23%,10%,15%,26%
Long,South,Georgia,GA,30%,18%,31%,10%,17%,28%
Coweta,South,Georgia,GA,27%,15%,17%,10%,14%,25%
Jackson,South,Georgia,GA,29%,16%,19%,10%,13%,28%
Bulloch,South,Georgia,GA,35%,20%,35%,10%,22%,25%
Liberty,South,Georgia,GA,34%,20%,28%,10%,20%,28%
Dawson,South,Georgia,GA,29%,15%,18%,10%,13%,23%
Walton,South,Georgia,GA,31%,15%,24%,10%,15%,24%
Bartow,South,Georgia,GA,34%,17%,21%,10%,15%,27%
Carroll,South,Georgia,GA,30%,18%,33%,10%,17%,29%
Pike,South,Georgia,GA,28%,16%,18%,11%,13%,29%
Harris,South,Georgia,GA,30%,13%,14%,11%,11%,23%
Fulton,South,Georgia,GA,22%,14%,25%,11%,20%,19%
Gordon,South,Georgia,GA,29%,17%,26%,11%,15%,24%
Haralson,South,Georgia,GA,29%,17%,28%,11%,17%,28%
Hall,South,Georgia,GA,26%,16%,25%,11%,12%,24%
Banks,South,Georgia,GA,27%,17%,27%,11%,13%,28%
Houston,South,Georgia,GA,32%,16%,24%,11%,16%,24%
Murray,South,Georgia,GA,29%,19%,27%,11%,16%,32%
Habersham,South,Georgia,GA,32%,17%,22%,11%,14%,29%
Walker,South,Georgia,GA,33%,17%,28%,11%,15%,32%
Pickens,South,Georgia,GA,25%,15%,22%,11%,13%,23%
Charlton,South,Georgia,GA,31%,18%,34%,11%,17%,29%
Brantley,South,Georgia,GA,35%,19%,32%,11%,16%,27%
Fayette,South,Georgia,GA,29%,13%,10%,11%,12%,21%
Henry,South,Georgia,GA,30%,15%,19%,11%,16%,24%
Butts,South,Georgia,GA,31%,17%,31%,11%,17%,30%
Lowndes,South,Georgia,GA,28%,19%,33%,11%,21%,29%
Jones,South,Georgia,GA,33%,15%,21%,11%,16%,29%
Glascock,South,Georgia,GA,31%,16%,25%,11%,18%,27%
Chatham,South,Georgia,GA,29%,17%,28%,11%,19%,24%
Polk,South,Georgia,GA,29%,18%,31%,11%,16%,30%
Pierce,South,Georgia,GA,30%,18%,28%,12%,16%,33%
Madison,South,Georgia,GA,32%,17%,29%,12%,14%,28%
Floyd,South,Georgia,GA,29%,17%,29%,12%,17%,30%
Bleckley,South,Georgia,GA,30%,18%,32%,12%,22%,29%
Echols,South,Georgia,GA,29%,19%,37%,12%,14%,28%
Oglethorpe,South,Georgia,GA,30%,15%,25%,12%,14%,27%
White,South,Georgia,GA,28%,16%,27%,12%,15%,26%
Newton,South,Georgia,GA,34%,17%,29%,12%,18%,30%
Bacon,South,Georgia,GA,31%,18%,39%,12%,17%,28%
DeKalb,South,Georgia,GA,27%,14%,33%,12%,20%,21%
Douglas,South,Georgia,GA,34%,17%,20%,12%,17%,26%
Lamar,South,Georgia,GA,33%,17%,31%,12%,19%,30%
Franklin,South,Georgia,GA,27%,17%,31%,12%,16%,35%
Whitfield,South,Georgia,GA,30%,18%,28%,12%,13%,32%
Lanier,South,Georgia,GA,32%,20%,37%,12%,19%,28%
Heard,South,Georgia,GA,31%,18%,28%,12%,18%,28%
Troup,South,Georgia,GA,29%,18%,28%,12%,20%,29%
Chattooga,South,Georgia,GA,36%,19%,28%,12%,18%,28%
Wayne,South,Georgia,GA,32%,19%,35%,12%,19%,30%
Stephens,South,Georgia,GA,28%,18%,30%,12%,16%,29%
Jeff Davis,South,Georgia,GA,30%,18%,39%,12%,19%,31%
Towns,South,Georgia,GA,26%,14%,28%,13%,13%,28%
Morgan,South,Georgia,GA,28%,16%,24%,13%,15%,27%
Glynn,South,Georgia,GA,28%,16%,30%,13%,18%,29%
Monroe,South,Georgia,GA,32%,16%,21%,13%,15%,28%
Coffee,South,Georgia,GA,32%,19%,39%,13%,19%,34%
Tattnall,South,Georgia,GA,35%,20%,38%,13%,19%,30%
Treutlen,South,Georgia,GA,33%,18%,40%,13%,22%,34%
Gilmer,South,Georgia,GA,27%,16%,33%,13%,15%,28%
Schley,South,Georgia,GA,29%,18%,27%,13%,19%,28%
Muscogee,South,Georgia,GA,32%,19%,32%,13%,21%,28%
Wheeler,South,Georgia,GA,34%,21%,37%,13%,23%,33%
Tift,South,Georgia,GA,35%,18%,40%,13%,20%,30%
Peach,South,Georgia,GA,35%,19%,33%,13%,21%,28%
Berrien,South,Georgia,GA,34%,20%,36%,13%,17%,35%
Crawford,South,Georgia,GA,28%,17%,31%,13%,17%,33%
Johnson,South,Georgia,GA,34%,18%,37%,13%,21%,32%
Appling,South,Georgia,GA,35%,18%,37%,13%,18%,30%
Montgomery,South,Georgia,GA,37%,18%,31%,13%,19%,30%
Dodge,South,Georgia,GA,31%,18%,37%,13%,20%,31%
Rockdale,South,Georgia,GA,35%,16%,27%,13%,18%,28%
Pulaski,South,Georgia,GA,32%,16%,33%,13%,18%,31%
Rabun,South,Georgia,GA,32%,16%,33%,13%,16%,24%
Ware,South,Georgia,GA,36%,18%,41%,13%,21%,30%
Cook,South,Georgia,GA,29%,19%,34%,13%,19%,27%
Baldwin,South,Georgia,GA,34%,19%,35%,13%,24%,25%
Worth,South,Georgia,GA,37%,18%,35%,13%,18%,31%
Toombs,South,Georgia,GA,33%,19%,38%,13%,20%,27%
Union,South,Georgia,GA,27%,14%,29%,14%,14%,27%
Putnam,South,Georgia,GA,32%,17%,34%,14%,16%,25%
Hart,South,Georgia,GA,30%,17%,30%,14%,19%,29%
Evans,South,Georgia,GA,35%,19%,39%,14%,19%,30%
Jasper,South,Georgia,GA,31%,19%,29%,14%,17%,30%
Spalding,South,Georgia,GA,35%,19%,41%,14%,20%,28%
Elbert,South,Georgia,GA,32%,17%,32%,14%,19%,29%
Irwin,South,Georgia,GA,30%,18%,35%,14%,20%,30%
Clinch,South,Georgia,GA,30%,21%,41%,14%,21%,30%
Fannin,South,Georgia,GA,26%,17%,32%,14%,16%,26%
Upson,South,Georgia,GA,34%,18%,41%,14%,20%,30%
Colquitt,South,Georgia,GA,37%,20%,40%,14%,18%,34%
Clayton,South,Georgia,GA,40%,20%,36%,14%,23%,26%
Wilcox,South,Georgia,GA,32%,20%,40%,14%,22%,27%
Atkinson,South,Georgia,GA,36%,21%,38%,14%,18%,32%
Miller,South,Georgia,GA,31%,18%,37%,14%,17%,35%
McDuffie,South,Georgia,GA,35%,18%,42%,14%,21%,31%
Emanuel,South,Georgia,GA,34%,21%,45%,14%,22%,30%
Thomas,South,Georgia,GA,33%,19%,36%,14%,21%,24%
Richmond,South,Georgia,GA,35%,20%,38%,14%,23%,28%
Bibb,South,Georgia,GA,31%,21%,43%,14%,23%,27%
Laurens,South,Georgia,GA,35%,19%,37%,15%,21%,32%
McIntosh,South,Georgia,GA,31%,16%,36%,15%,18%,29%
Marion,South,Georgia,GA,33%,19%,40%,15%,17%,31%
Seminole,South,Georgia,GA,30%,17%,43%,15%,19%,32%
Brooks,South,Georgia,GA,35%,19%,42%,15%,19%,29%
Decatur,South,Georgia,GA,31%,20%,41%,15%,22%,28%
Candler,South,Georgia,GA,32%,20%,44%,15%,19%,31%
Jenkins,South,Georgia,GA,32%,22%,45%,15%,25%,28%
Meriwether,South,Georgia,GA,35%,18%,34%,15%,21%,33%
Screven,South,Georgia,GA,36%,19%,40%,15%,22%,32%
Grady,South,Georgia,GA,31%,20%,38%,15%,20%,32%
Lincoln,South,Georgia,GA,33%,17%,30%,15%,20%,30%
Sumter,South,Georgia,GA,34%,20%,48%,15%,25%,29%
Wilkinson,South,Georgia,GA,34%,18%,35%,15%,19%,30%
Turner,South,Georgia,GA,34%,19%,47%,15%,20%,33%
Crisp,South,Georgia,GA,30%,20%,46%,15%,24%,31%
Ben Hill,South,Georgia,GA,36%,21%,40%,15%,24%,30%
Telfair,South,Georgia,GA,32%,22%,42%,15%,24%,32%
Burke,South,Georgia,GA,32%,21%,42%,15%,24%,28%
Washington,South,Georgia,GA,35%,19%,44%,16%,22%,31%
Taylor,South,Georgia,GA,31%,20%,35%,16%,22%,32%
Dougherty,South,Georgia,GA,37%,21%,47%,16%,27%,29%
Mitchell,South,Georgia,GA,31%,21%,39%,16%,22%,30%
Early,South,Georgia,GA,31%,20%,41%,16%,23%,31%
Baker,South,Georgia,GA,32%,18%,41%,16%,23%,29%
Macon,South,Georgia,GA,35%,21%,41%,16%,26%,32%
Webster,South,Georgia,GA,32%,18%,36%,17%,19%,31%
Dooly,South,Georgia,GA,34%,22%,40%,17%,24%,32%
Wilkes,South,Georgia,GA,33%,18%,41%,17%,22%,30%
Stewart,South,Georgia,GA,34%,23%,45%,17%,24%,30%
Greene,South,Georgia,GA,30%,17%,39%,17%,18%,31%
Terrell,South,Georgia,GA,35%,21%,46%,18%,24%,31%
Calhoun,South,Georgia,GA,35%,25%,45%,18%,25%,28%
Talbot,South,Georgia,GA,34%,19%,37%,18%,21%,31%
Twiggs,South,Georgia,GA,31%,21%,39%,18%,22%,32%
Jefferson,South,Georgia,GA,38%,21%,38%,18%,26%,30%
Warren,South,Georgia,GA,34%,19%,43%,18%,26%,33%
Randolph,South,Georgia,GA,36%,21%,51%,19%,24%,35%
Hancock,South,Georgia,GA,36%,21%,44%,20%,28%,30%
Quitman,South,Georgia,GA,33%,20%,48%,21%,23%,30%
Taliaferro,South,Georgia,GA,34%,23%,49%,21%,22%,31%
Clay,South,Georgia,GA,31%,25%,56%,23%,25%,31%
Oldham,South,Kentucky,KY,30%,18%,7%,10%,10%,23%
Scott,South,Kentucky,KY,31%,21%,16%,10%,13%,24%
Rowan,South,Kentucky,KY,34%,24%,30%,10%,18%,30%
Boone,South,Kentucky,KY,30%,17%,11%,10%,12%,25%
Spencer,South,Kentucky,KY,27%,19%,13%,10%,11%,30%
Campbell,South,Kentucky,KY,33%,22%,18%,10%,14%,25%
Madison,South,Kentucky,KY,30%,24%,23%,10%,17%,28%
Bullitt,South,Kentucky,KY,33%,20%,17%,10%,12%,33%
Warren,South,Kentucky,KY,29%,23%,23%,10%,16%,27%
Fayette,South,Kentucky,KY,26%,23%,24%,11%,17%,21%
Calloway,South,Kentucky,KY,28%,22%,25%,11%,17%,23%
Jessamine,South,Kentucky,KY,31%,23%,22%,11%,15%,29%
Grant,South,Kentucky,KY,34%,23%,26%,11%,15%,28%
Hardin,South,Kentucky,KY,32%,22%,22%,11%,16%,28%
Anderson,South,Kentucky,KY,33%,21%,17%,11%,13%,28%
Kenton,South,Kentucky,KY,28%,22%,22%,11%,14%,24%
Pendleton,South,Kentucky,KY,30%,22%,23%,11%,15%,32%
Meade,South,Kentucky,KY,36%,25%,21%,11%,16%,29%
Christian,South,Kentucky,KY,37%,27%,30%,11%,20%,31%
Shelby,South,Kentucky,KY,34%,20%,18%,11%,13%,30%
Nelson,South,Kentucky,KY,32%,23%,19%,11%,15%,30%
Woodford,South,Kentucky,KY,31%,20%,16%,12%,12%,30%
Jefferson,South,Kentucky,KY,31%,22%,24%,12%,17%,26%
Gallatin,South,Kentucky,KY,31%,24%,26%,12%,16%,37%
Trimble,South,Kentucky,KY,35%,22%,23%,12%,14%,28%
Hancock,South,Kentucky,KY,33%,22%,19%,12%,13%,27%
Graves,South,Kentucky,KY,29%,21%,26%,12%,15%,29%
Franklin,South,Kentucky,KY,33%,21%,21%,12%,16%,29%
Bracken,South,Kentucky,KY,31%,22%,26%,12%,15%,30%
Clark,South,Kentucky,KY,32%,23%,25%,12%,16%,29%
Marshall,South,Kentucky,KY,33%,19%,19%,12%,13%,29%
Daviess,South,Kentucky,KY,29%,21%,22%,12%,14%,25%
Owen,South,Kentucky,KY,32%,21%,25%,12%,14%,36%
Carter,South,Kentucky,KY,34%,24%,33%,12%,17%,34%
Boyle,South,Kentucky,KY,32%,22%,24%,12%,17%,29%
Nicholas,South,Kentucky,KY,32%,22%,30%,12%,16%,34%
Marion,South,Kentucky,KY,33%,25%,28%,12%,15%,25%
Allen,South,Kentucky,KY,35%,25%,29%,12%,15%,34%
Montgomery,South,Kentucky,KY,33%,25%,28%,12%,17%,30%
Webster,South,Kentucky,KY,33%,22%,24%,12%,14%,30%
Henry,South,Kentucky,KY,32%,24%,26%,12%,15%,33%
Adair,South,Kentucky,KY,32%,24%,38%,13%,16%,32%
Laurel,South,Kentucky,KY,35%,24%,35%,13%,17%,31%
Washington,South,Kentucky,KY,33%,21%,21%,13%,14%,35%
Ballard,South,Kentucky,KY,35%,22%,24%,13%,14%,33%
Harrison,South,Kentucky,KY,30%,23%,24%,13%,17%,29%
Muhlenberg,South,Kentucky,KY,37%,25%,30%,13%,16%,33%
Hopkins,South,Kentucky,KY,35%,21%,25%,13%,16%,29%
Edmonson,South,Kentucky,KY,35%,21%,28%,13%,16%,33%
Garrard,South,Kentucky,KY,35%,23%,27%,13%,15%,31%
Union,South,Kentucky,KY,33%,26%,23%,13%,17%,29%
McCracken,South,Kentucky,KY,32%,20%,26%,13%,16%,28%
Larue,South,Kentucky,KY,31%,23%,28%,13%,14%,30%
Simpson,South,Kentucky,KY,32%,23%,24%,13%,17%,32%
Logan,South,Kentucky,KY,36%,24%,26%,13%,16%,38%
Livingston,South,Kentucky,KY,31%,22%,23%,13%,15%,29%
Breckinridge,South,Kentucky,KY,37%,22%,27%,13%,15%,39%
Henderson,South,Kentucky,KY,32%,25%,27%,13%,16%,29%
Whitley,South,Kentucky,KY,36%,27%,39%,13%,18%,34%
Mason,South,Kentucky,KY,34%,24%,30%,13%,17%,30%
Boyd,South,Kentucky,KY,37%,24%,35%,13%,16%,30%
Grayson,South,Kentucky,KY,36%,26%,31%,13%,18%,34%
Mercer,South,Kentucky,KY,33%,22%,25%,13%,15%,30%
Caldwell,South,Kentucky,KY,33%,22%,28%,13%,16%,33%
Greenup,South,Kentucky,KY,38%,22%,23%,13%,15%,32%
Bourbon,South,Kentucky,KY,34%,23%,29%,13%,16%,34%
Powell,South,Kentucky,KY,35%,27%,39%,13%,20%,30%
Lyon,South,Kentucky,KY,33%,21%,23%,13%,15%,31%
Carlisle,South,Kentucky,KY,33%,22%,28%,13%,14%,31%
McLean,South,Kentucky,KY,36%,24%,24%,13%,15%,32%
Ohio,South,Kentucky,KY,40%,24%,29%,13%,14%,34%
Taylor,South,Kentucky,KY,37%,25%,35%,13%,17%,35%
Pulaski,South,Kentucky,KY,35%,25%,34%,13%,17%,32%
Carroll,South,Kentucky,KY,38%,27%,28%,13%,18%,30%
Martin,South,Kentucky,KY,41%,29%,43%,13%,21%,33%
Todd,South,Kentucky,KY,33%,24%,29%,13%,16%,34%
Fleming,South,Kentucky,KY,35%,25%,30%,13%,17%,33%
Lawrence,South,Kentucky,KY,41%,25%,33%,13%,18%,36%
Leslie,South,Kentucky,KY,40%,26%,38%,13%,21%,35%
Magoffin,South,Kentucky,KY,34%,28%,41%,13%,22%,34%
Crittenden,South,Kentucky,KY,32%,23%,31%,13%,15%,31%
Barren,South,Kentucky,KY,33%,24%,29%,13%,16%,31%
Johnson,South,Kentucky,KY,39%,26%,32%,13%,18%,35%
Lincoln,South,Kentucky,KY,29%,27%,35%,13%,18%,33%
Rockcastle,South,Kentucky,KY,39%,26%,32%,14%,16%,34%
Knott,South,Kentucky,KY,41%,26%,44%,14%,20%,38%
Pike,South,Kentucky,KY,38%,26%,32%,14%,18%,35%
Floyd,South,Kentucky,KY,38%,29%,44%,14%,20%,37%
Morgan,South,Kentucky,KY,35%,30%,40%,14%,19%,33%
Letcher,South,Kentucky,KY,38%,25%,37%,14%,21%,35%
Butler,South,Kentucky,KY,36%,26%,31%,14%,17%,37%
Perry,South,Kentucky,KY,38%,27%,36%,14%,20%,36%
Clay,South,Kentucky,KY,33%,29%,47%,14%,22%,31%
Trigg,South,Kentucky,KY,29%,21%,26%,14%,15%,30%
Green,South,Kentucky,KY,33%,24%,30%,14%,16%,31%
Lee,South,Kentucky,KY,30%,27%,45%,14%,22%,37%
Estill,South,Kentucky,KY,32%,26%,38%,14%,18%,32%
Elliott,South,Kentucky,KY,34%,28%,40%,14%,20%,36%
Robertson,South,Kentucky,KY,35%,24%,35%,14%,17%,33%
Hart,South,Kentucky,KY,35%,26%,34%,14%,17%,34%
Bath,South,Kentucky,KY,31%,27%,34%,14%,18%,30%
Russell,South,Kentucky,KY,34%,24%,37%,14%,18%,35%
Menifee,South,Kentucky,KY,33%,26%,42%,14%,19%,29%
Clinton,South,Kentucky,KY,33%,26%,38%,14%,17%,32%
Metcalfe,South,Kentucky,KY,34%,26%,38%,14%,16%,35%
Monroe,South,Kentucky,KY,31%,26%,39%,15%,16%,28%
Jackson,South,Kentucky,KY,41%,28%,36%,15%,22%,34%
Breathitt,South,Kentucky,KY,43%,29%,44%,15%,20%,33%
Lewis,South,Kentucky,KY,37%,30%,45%,15%,19%,35%
Hickman,South,Kentucky,KY,35%,22%,29%,15%,16%,32%
Casey,South,Kentucky,KY,36%,27%,43%,15%,16%,33%
Wayne,South,Kentucky,KY,35%,25%,38%,15%,18%,35%
Knox,South,Kentucky,KY,37%,29%,49%,15%,22%,34%
Harlan,South,Kentucky,KY,37%,28%,43%,15%,23%,40%
Bell,South,Kentucky,KY,36%,30%,45%,15%,23%,35%
Owsley,South,Kentucky,KY,37%,29%,55%,15%,21%,31%
Cumberland,South,Kentucky,KY,34%,25%,38%,15%,18%,34%
McCreary,South,Kentucky,KY,34%,33%,50%,15%,22%,28%
Fulton,South,Kentucky,KY,35%,26%,45%,16%,23%,31%
Wolfe,South,Kentucky,KY,33%,30%,50%,16%,22%,34%
Vernon,South,Louisiana,LA,38%,22%,20%,9%,15%,29%
Livingston,South,Louisiana,LA,36%,23%,17%,9%,11%,29%
Ascension,South,Louisiana,LA,32%,19%,18%,9%,11%,28%
Cameron,South,Louisiana,LA,35%,20%,17%,9%,8%,28%
St. Tammany,South,Louisiana,LA,28%,19%,15%,9%,10%,25%
Lafayette,South,Louisiana,LA,29%,23%,20%,10%,14%,26%
Lafourche,South,Louisiana,LA,36%,20%,25%,10%,11%,34%
Plaquemines,South,Louisiana,LA,35%,20%,20%,10%,12%,32%
Bossier,South,Louisiana,LA,34%,21%,22%,10%,13%,27%
Grant,South,Louisiana,LA,34%,23%,26%,10%,13%,30%
St. Charles,South,Louisiana,LA,36%,20%,18%,10%,12%,33%
Vermilion,South,Louisiana,LA,32%,22%,25%,10%,13%,33%
Lincoln,South,Louisiana,LA,34%,25%,31%,10%,21%,27%
Beauregard,South,Louisiana,LA,35%,22%,23%,10%,13%,30%
Terrebonne,South,Louisiana,LA,40%,23%,27%,10%,12%,34%
St. Bernard,South,Louisiana,LA,35%,24%,27%,10%,14%,37%
La Salle,South,Louisiana,LA,39%,23%,21%,11%,11%,29%
Allen,South,Louisiana,LA,35%,23%,26%,11%,15%,34%
East Baton Rouge,South,Louisiana,LA,32%,20%,24%,11%,17%,25%
Calcasieu,South,Louisiana,LA,33%,25%,26%,11%,14%,33%
Tangipahoa,South,Louisiana,LA,40%,23%,32%,11%,17%,34%
St. Martin,South,Louisiana,LA,35%,23%,27%,11%,14%,31%
Acadia,South,Louisiana,LA,32%,23%,28%,11%,14%,38%
West Baton Rouge,South,Louisiana,LA,38%,21%,29%,11%,15%,30%
Jefferson,South,Louisiana,LA,32%,19%,26%,11%,14%,31%
Jefferson Davis,South,Louisiana,LA,36%,22%,28%,12%,14%,34%
Iberia,South,Louisiana,LA,38%,22%,29%,12%,15%,34%
Caldwell,South,Louisiana,LA,37%,23%,31%,12%,15%,35%
Ouachita,South,Louisiana,LA,35%,23%,36%,12%,18%,33%
Assumption,South,Louisiana,LA,33%,21%,27%,12%,15%,29%
Evangeline,South,Louisiana,LA,37%,25%,32%,12%,17%,33%
St. John the Baptist,South,Louisiana,LA,35%,23%,31%,12%,16%,32%
Catahoula,South,Louisiana,LA,37%,24%,32%,12%,17%,33%
West Carroll,South,Louisiana,LA,37%,24%,32%,12%,19%,34%
Rapides,South,Louisiana,LA,37%,25%,27%,12%,16%,32%
Natchitoches,South,Louisiana,LA,38%,24%,38%,12%,20%,30%
St. Mary,South,Louisiana,LA,38%,24%,30%,13%,16%,34%
Avoyelles,South,Louisiana,LA,39%,25%,34%,13%,17%,36%
St. James,South,Louisiana,LA,38%,21%,25%,13%,16%,32%
Orleans,South,Louisiana,LA,32%,23%,43%,13%,22%,26%
Sabine,South,Louisiana,LA,40%,23%,27%,13%,14%,33%
Caddo,South,Louisiana,LA,35%,23%,37%,13%,18%,31%
Iberville,South,Louisiana,LA,40%,24%,31%,13%,17%,32%
Pointe Coupee,South,Louisiana,LA,38%,21%,28%,13%,15%,32%
East Feliciana,South,Louisiana,LA,39%,23%,25%,13%,16%,33%
Richland,South,Louisiana,LA,39%,24%,36%,13%,18%,35%
West Feliciana,South,Louisiana,LA,38%,24%,21%,13%,16%,28%
Jackson,South,Louisiana,LA,39%,24%,33%,13%,17%,35%
Webster,South,Louisiana,LA,33%,24%,32%,13%,17%,36%
Winn,South,Louisiana,LA,36%,25%,34%,13%,17%,33%
Union,South,Louisiana,LA,36%,23%,33%,13%,16%,33%
Franklin,South,Louisiana,LA,36%,24%,44%,13%,20%,37%
Washington,South,Louisiana,LA,40%,26%,38%,13%,18%,34%
St. Landry,South,Louisiana,LA,42%,25%,40%,14%,18%,34%
De Soto,South,Louisiana,LA,37%,24%,31%,14%,17%,34%
Red River,South,Louisiana,LA,40%,24%,35%,14%,17%,37%
Concordia,South,Louisiana,LA,39%,27%,43%,14%,22%,37%
Claiborne,South,Louisiana,LA,38%,24%,37%,14%,21%,32%
Morehouse,South,Louisiana,LA,40%,26%,45%,15%,22%,36%
Bienville,South,Louisiana,LA,38%,24%,38%,15%,19%,36%
St. Helena,South,Louisiana,LA,41%,25%,37%,16%,20%,34%
Madison,South,Louisiana,LA,43%,32%,51%,16%,26%,32%
East Carroll,South,Louisiana,LA,43%,33%,54%,18%,30%,37%
Tensas,South,Louisiana,LA,34%,29%,45%,19%,23%,37%
Lafayette,South,Mississippi,MS,35%,20%,22%,9%,21%,29%
Lamar,South,Mississippi,MS,35%,18%,21%,9%,18%,28%
DeSoto,South,Mississippi,MS,37%,17%,15%,9%,15%,32%
Rankin,South,Mississippi,MS,31%,18%,15%,9%,15%,29%
George,South,Mississippi,MS,34%,18%,24%,10%,17%,34%
Oktibbeha,South,Mississippi,MS,33%,21%,32%,10%,25%,27%
Stone,South,Mississippi,MS,32%,19%,28%,10%,17%,31%
Madison,South,Mississippi,MS,32%,17%,18%,10%,18%,29%
Greene,South,Mississippi,MS,38%,20%,25%,10%,19%,33%
Pontotoc,South,Mississippi,MS,33%,18%,25%,11%,16%,36%
Itawamba,South,Mississippi,MS,33%,19%,24%,11%,17%,38%
Lee,South,Mississippi,MS,32%,19%,30%,11%,19%,34%
Forrest,South,Mississippi,MS,34%,22%,33%,11%,23%,32%
Harrison,South,Mississippi,MS,33%,21%,27%,11%,20%,30%
Jackson,South,Mississippi,MS,31%,18%,23%,11%,18%,30%
Hancock,South,Mississippi,MS,30%,20%,29%,11%,17%,32%
Union,South,Mississippi,MS,34%,20%,23%,12%,18%,34%
Pearl River,South,Mississippi,MS,32%,19%,29%,12%,18%,31%
Alcorn,South,Mississippi,MS,34%,20%,29%,12%,18%,38%
Prentiss,South,Mississippi,MS,31%,20%,30%,12%,20%,38%
Tishomingo,South,Mississippi,MS,36%,19%,26%,12%,17%,34%
Tate,South,Mississippi,MS,35%,21%,27%,12%,20%,37%
Tippah,South,Mississippi,MS,34%,21%,27%,12%,20%,37%
